Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
252552,-113359.837,-247953.887,-136052.448,0.9424,304699.609,156267.358,298321.472
252792,-113391.242,-248150.625,-136159.272,0.9414,304919.094,156059.861,298540.957
253032,-113422.567,-248347.162,-136265.986,0.9404,305138.346,155852.374,298760.209
253272,-113453.812,-248543.497,-136372.590,0.9394,305357.365,155644.895,298979.228
253512,-113484.976,-248739.631,-136479.084,0.9384,305576.151,155437.427,299198.014
253752,-113516.061,-248935.564,-136585.469,0.9375,305794.705,155229.967,299416.568
253992,-113547.066,-249131.297,-136691.744,0.9365,306013.026,155022.516,299634.889
254232,-113577.991,-249326.830,-136797.909,0.9355,306231.116,154815.073,299852.979
254472,-113608.837,-249522.163,-136903.966,0.9345,306448.974,154607.639,300070.837
254712,-113639.604,-249717.297,-137009.913,0.9335,306666.601,154400.213,300288.464
254952,-113670.292,-249912.230,-137115.752,0.9325,306883.997,154192.795,300505.860
255192,-113700.901,-250106.965,-137221.482,0.9316,307101.162,153985.385,300723.025
255432,-113731.432,-250301.501,-137327.103,0.9306,307318.098,153777.982,300939.961
255672,-113761.884,-250495.839,-137432.615,0.9296,307534.803,153570.586,301156.666
255912,-113792.259,-250689.978,-137538.020,0.9286,307751.280,153363.197,301373.143
256152,-113822.555,-250883.919,-137643.316,0.9276,307967.526,153155.816,301589.389
256392,-113852.774,-251077.662,-137748.504,0.9267,308183.544,152948.440,301805.407
256632,-113882.915,-251271.208,-137853.584,0.9257,308399.334,152741.071,302021.197
256872,-113912.979,-251464.557,-137958.557,0.9247,308614.895,152533.708,302236.758
257112,-113942.966,-251657.708,-138063.422,0.9238,308830.229,152326.352,302452.092
257352,-113972.876,-251850.663,-138168.180,0.9228,309045.334,152119.000,302667.197
257592,-114002.709,-252043.421,-138272.830,0.9218,309260.213,151911.655,302882.076
257832,-114032.466,-252235.983,-138377.373,0.9209,309474.865,151704.314,303096.728
258072,-114062.146,-252428.349,-138481.809,0.9199,309689.290,151496.979,303311.153
258312,-114091.751,-252620.520,-138586.138,0.9189,309903.489,151289.648,303525.352
258552,-114121.279,-252812.495,-138690.361,0.9180,310117.462,151082.323,303739.325
258792,-114150.732,-253004.274,-138794.477,0.9170,310331.209,150875.001,303953.072
259032,-114180.109,-253195.859,-138898.486,0.9161,310544.731,150667.684,304166.594
259272,-114209.410,-253387.249,-139002.389,0.9151,310758.028,150460.371,304379.891
259512,-114238.637,-253578.445,-139106.187,0.9141,310971.100,150253.062,304592.963
259752,-114267.788,-253769.446,-139209.878,0.9132,311183.948,150045.756,304805.811
259992,-114296.865,-253960.254,-139313.463,0.9122,311396.572,149838.453,305018.435
260232,-114325.868,-254150.867,-139416.942,0.9113,311608.972,149631.154,305230.835
260472,-114354.795,-254341.288,-139520.316,0.9103,311821.148,149423.858,305443.011
260712,-114383.649,-254531.515,-139623.584,0.9094,312033.102,149216.565,305654.965
260952,-114412.429,-254721.549,-139726.747,0.9084,312244.832,149009.274,305866.695
261192,-114441.134,-254911.390,-139829.805,0.9075,312456.340,148801.985,306078.203
261432,-114469.767,-255101.039,-139932.758,0.9065,312667.626,148594.699,306289.489
261672,-114498.325,-255290.496,-140035.606,0.9056,312878.690,148387.415,306500.553
261912,-114526.811,-255479.761,-140138.349,0.9047,313089.533,148180.132,306711.396
262031,-114546.543,-255569.891,-140191.781,0.9040,313194.213,148071.902,306816.076
262271,-114575.268,-255758.673,-140294.533,0.9030,313404.765,147864.274,307026.628
262511,-114603.921,-255947.263,-140397.180,0.9021,313615.096,147656.646,307236.959
262751,-114632.501,-256135.663,-140499.723,0.9012,313825.206,147449.019,307447.069
262991,-114661.008,-256323.871,-140602.162,0.9002,314035.096,147241.393,307656.959
263231,-114689.443,-256511.889,-140704.497,0.8993,314244.766,147033.768,307866.629
263471,-114717.807,-256699.717,-140806.728,0.8984,314454.216,146826.143,308076.079
263711,-114746.098,-256887.354,-140908.855,0.8974,314663.447,146618.519,308285.310
263951,-114774.318,-257074.801,-141010.878,0.8965,314872.459,146410.894,308494.322
264191,-114802.466,-257262.059,-141112.798,0.8956,315081.251,146203.270,308703.114
264431,-114830.543,-257449.127,-141214.615,0.8946,315289.826,145995.645,308911.689
264671,-114858.549,-257636.006,-141316.328,0.8937,315498.182,145788.019,309120.045
264911,-114886.484,-257822.696,-141417.938,0.8928,315706.320,145580.393,309328.183
265151,-114914.349,-258009.197,-141519.446,0.8919,315914.240,145372.766,309536.103
265389,-114941.925,-258194.051,-141620.056,0.8909,316120.316,145166.765,309742.179
265629,-114969.649,-258380.177,-141721.358,0.8900,316327.803,144959.136,309949.666
265869,-114997.303,-258566.114,-141822.558,0.8891,316535.074,144751.505,310156.937
266109,-115024.886,-258751.864,-141923.656,0.8882,316742.129,144543.872,310363.992
266349,-115052.401,-258937.427,-142024.651,0.8873,316948.967,144336.238,310570.830
266589,-115079.845,-259122.802,-142125.544,0.8863,317155.589,144128.602,310777.452
266829,-115107.220,-259307.990,-142226.335,0.8854,317361.995,143920.963,310983.858
267069,-115134.526,-259492.991,-142327.024,0.8845,317568.187,143713.322,311190.050
267309,-115161.762,-259677.806,-142427.611,0.8836,317774.163,143505.679,311396.026
267549,-115188.930,-259862.433,-142528.097,0.8827,317979.924,143298.032,311601.787
267789,-115216.029,-260046.875,-142628.481,0.8818,318185.471,143090.383,311807.334
268029,-115243.060,-260231.131,-142728.764,0.8808,318390.804,142882.731,312012.667
268269,-115270.022,-260415.201,-142828.945,0.8799,318595.923,142675.075,312217.786
268509,-115296.916,-260599.085,-142929.025,0.8790,318800.829,142467.416,312422.692
268649,-115297.121,-260717.619,-142983.691,0.8790,318922.309,142361.154,312544.172
268889,-115323.569,-260901.450,-143083.502,0.8781,319126.904,142153.824,312748.767
269129,-115349.949,-261085.096,-143183.211,0.8772,319331.286,141946.490,312953.149
269369,-115376.261,-261268.557,-143282.820,0.8763,319535.455,141739.152,313157.318
269609,-115402.506,-261451.834,-143382.328,0.8754,319739.412,141531.809,313361.275
269849,-115428.684,-261634.926,-143481.735,0.8744,319943.158,141324.463,313565.021
270089,-115454.795,-261817.834,-143581.043,0.8735,320146.691,141117.112,313768.554
270329,-115480.840,-262000.559,-143680.250,0.8726,320350.013,140909.756,313971.876
270569,-115506.817,-262183.099,-143779.356,0.8717,320553.125,140702.395,314174.988
270809,-115532.728,-262365.457,-143878.363,0.8709,320756.025,140495.029,314377.888
271049,-115558.573,-262547.631,-143977.270,0.8700,320958.715,140287.658,314580.578
271289,-115584.352,-262729.622,-144076.078,0.8691,321161.194,140080.282,314783.057
271529,-115610.065,-262911.430,-144174.785,0.8682,321363.464,139872.900,314985.327
271769,-115635.712,-263093.056,-144273.394,0.8673,321565.524,139665.512,315187.387
272009,-115661.294,-263274.499,-144371.902,0.8664,321767.374,139458.118,315389.237
272249,-115686.810,-263455.760,-144470.312,0.8655,321969.015,139250.718,315590.878
272489,-115712.261,-263636.840,-144568.623,0.8646,322170.448,139043.312,315792.311
272729,-115737.647,-263817.737,-144666.834,0.8637,322371.671,138835.900,315993.534
272969,-115762.969,-263998.454,-144764.947,0.8628,322572.687,138628.481,316194.550
273209,-115788.225,-264178.989,-144862.960,0.8619,322773.494,138421.055,316395.357
273449,-115813.417,-264359.342,-144960.876,0.8611,322974.093,138213.622,316595.956
273689,-115838.545,-264539.515,-145058.692,0.8602,323174.485,138006.182,316796.348
273929,-115863.609,-264719.508,-145156.410,0.8593,323374.670,137798.735,316996.533
274169,-115888.609,-264899.320,-145254.030,0.8584,323574.647,137591.281,317196.510
274409,-115913.545,-265078.951,-145351.552,0.8575,323774.418,137383.819,317396.281
274649,-115938.417,-265258.403,-145448.976,0.8566,323973.983,137176.349,317595.846
274889,-115963.226,-265437.675,-145546.301,0.8558,324173.341,136968.871,317795.204
275129,-115987.971,-265616.767,-145643.529,0.8549,324372.493,136761.386,317994.356
275369,-116012.654,-265795.680,-145740.660,0.8540,324571.439,136553.892,318193.302
275609,-116037.274,-265974.414,-145837.692,0.8531,324770.180,136346.389,318392.043
275849,-116061.830,-266152.969,-145934.627,0.8523,324968.716,136138.879,318590.579
276089,-116086.325,-266331.344,-146031.465,0.8514,325167.047,135931.359,318788.910
276329,-116110.757,-266509.542,-146128.206,0.8505,325365.174,135723.831,318987.037
276569,-116135.126,-266687.561,-146224.849,0.8497,325563.096,135516.293,319184.959
276809,-116159.434,-266865.402,-146321.395,0.8488,325760.813,135308.746,319382.676
277049,-116183.680,-267043.065,-146417.845,0.8479,325958.327,135101.190,319580.190
277289,-116207.864,-267220.550,-146514.197,0.8470,326155.638,134893.625,319777.501
277529,-116231.987,-267397.857,-146610.453,0.8462,326352.745,134686.050,319974.608
277769,-116256.048,-267574.988,-146706.613,0.8453,326549.648,134478.465,320171.511
278009,-116280.048,-267751.941,-146802.676,0.8445,326746.350,134270.870,320368.213
278249,-116303.987,-267928.717,-146898.643,0.8436,326942.848,134063.265,320564.711
278489,-116327.865,-268105.316,-146994.513,0.8427,327139.144,133855.650,320761.007
278729,-116351.683,-268281.739,-147090.287,0.8419,327335.238,133648.024,320957.101
278969,-116375.440,-268457.985,-147185.966,0.8410,327531.130,133440.388,321152.993
279209,-116399.137,-268634.056,-147281.548,0.8401,327726.821,133232.741,321348.684
