Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
0,-24468.232,-12677.926,-6901.348,4.2977,28408.675,366741.693,22030.538
66,-24588.079,-12901.973,-7022.497,4.2710,28641.753,366577.910,22263.616
362,-25107.400,-13901.530,-7563.004,4.1561,29678.833,365863.087,23300.696
602,-25502.919,-14696.801,-7993.003,4.0681,30500.540,365312.625,24122.403
842,-25877.791,-15480.178,-8416.532,3.9845,31307.091,364785.656,24928.954
1082,-26233.289,-16251.971,-8833.763,3.9049,32099.024,364280.820,25720.887
1322,-26570.566,-17012.481,-9244.859,3.8289,32876.845,363796.885,26498.708
1562,-26890.669,-17761.998,-9649.982,3.7563,33641.029,363332.722,27262.892
1802,-27194.549,-18500.803,-10049.283,3.6867,34392.024,362887.302,28013.887
2042,-27483.074,-19229.164,-10442.911,3.6201,35130.250,362459.680,28752.113
2282,-27757.039,-19947.341,-10831.008,3.5560,35856.107,362048.984,29477.970
2522,-28017.176,-20655.582,-11213.709,3.4945,36569.967,361654.413,30191.830
2762,-28264.155,-21354.126,-11591.145,3.4352,37272.186,361275.223,30894.049
3002,-28498.599,-22043.199,-11963.441,3.3781,37963.096,360910.725,31584.959
3242,-28721.080,-22723.022,-12330.715,3.3229,38643.016,360560.281,32264.879
3482,-28932.131,-23393.802,-12693.081,3.2697,39312.244,360223.295,32934.107
3722,-29132.246,-24055.741,-13050.651,3.2182,39971.063,359899.210,33592.926
3962,-29321.885,-24709.031,-13403.527,3.1683,40619.745,359587.509,34241.608
4202,-29501.477,-25353.855,-13751.811,3.1200,41258.544,359287.704,34880.407
4317,-29584.090,-25660.574,-13917.499,3.0970,41561.764,359147.995,35183.627
4422,-29657.409,-25938.362,-14067.535,3.0767,41836.061,359023.016,35457.924
4527,-29728.947,-26214.593,-14216.726,3.0566,42108.556,358900.151,35730.419
4632,-29798.736,-26489.280,-14365.081,3.0367,42379.266,358779.366,36001.129
4737,-29866.804,-26762.439,-14512.606,3.0171,42648.210,358660.628,36270.073
4842,-29933.180,-27034.081,-14659.310,2.9978,42915.407,358543.903,36537.270
4947,-29997.892,-27304.220,-14805.197,2.9787,43180.873,358429.159,36802.736
5052,-30060.967,-27572.869,-14950.277,2.9598,43444.627,358316.366,37066.490
5157,-30122.430,-27840.040,-15094.556,2.9411,43706.684,358205.493,37328.547
5262,-30182.308,-28105.746,-15238.039,2.9227,43967.062,358096.511,37588.925
5327,-30217.260,-28267.398,-15325.347,2.9092,44124.764,358031.689,37746.627
5600,-30359.521,-28948.953,-15695.357,2.8632,44789.358,357763.417,38411.221
5840,-30476.012,-29540.481,-16014.982,2.8235,45364.159,357537.872,38986.022
6080,-30585.008,-30124.743,-16330.667,2.7848,45930.747,357321.294,39552.610
6320,-30686.756,-30701.867,-16642.483,2.7471,46489.287,357113.392,40111.150
6560,-30781.491,-31271.974,-16950.495,2.7104,47039.939,356913.892,40661.802
6800,-30869.436,-31835.183,-17254.768,2.6745,47582.854,356722.532,41204.717
7040,-30950.803,-32391.607,-17555.364,2.6394,48118.179,356539.064,41740.042
7280,-31025.790,-32941.355,-17852.340,2.6051,48646.054,356363.252,42267.917
7520,-31094.590,-33484.533,-18145.757,2.5716,49166.614,356194.870,42788.477
7760,-31157.382,-34021.242,-18435.667,2.5388,49679.988,356033.702,43301.851
8000,-31214.341,-34551.580,-18722.125,2.5067,50186.300,355879.545,43808.163
8240,-31265.630,-35075.642,-19005.181,2.4753,50685.671,355732.201,44307.534
8480,-31311.406,-35593.519,-19284.887,2.4445,51178.214,355591.483,44800.077
8720,-31351.819,-36105.299,-19561.289,2.4144,51664.041,355457.212,45285.904
8960,-31387.012,-36611.068,-19834.433,2.3848,52143.260,355329.216,45765.123
9200,-31417.122,-37110.907,-20104.366,2.3558,52615.972,355207.330,46237.835
9440,-31442.281,-37604.896,-20371.129,2.3274,53082.277,355091.397,46704.140
9680,-31462.613,-38093.112,-20634.765,2.2995,53542.271,354981.264,47164.134
9920,-31478.240,-38575.631,-20895.314,2.2722,53996.046,354876.787,47617.909
10160,-31489.275,-39052.522,-21152.815,2.2453,54443.692,354777.826,48065.555
10400,-31495.832,-39523.858,-21407.306,2.2189,54885.294,354684.246,48507.157
10640,-31498.014,-39989.705,-21658.825,2.1930,55320.937,354595.919,48942.800
10880,-31495.926,-40450.128,-21907.406,2.1675,55750.701,354512.719,49372.564
11120,-31489.665,-40905.191,-22153.084,2.1425,56174.663,354434.527,49796.526
11360,-31479.325,-41354.956,-22395.892,2.1178,56592.900,354361.227,50214.763
11600,-31464.999,-41799.483,-22635.864,2.0936,57005.484,354292.709,50627.347
11840,-31446.773,-42238.828,-22873.029,2.0698,57412.486,354228.865,51034.349
12080,-31424.732,-42673.048,-23107.419,2.0464,57813.975,354169.592,51435.838
12320,-31398.958,-43102.198,-23339.064,2.0233,58210.016,354114.789,51831.879
12560,-31369.530,-43526.331,-23567.991,2.0006,58600.675,354064.360,52222.538
12800,-31336.523,-43945.497,-23794.230,1.9783,58986.013,354018.212,52607.876
13040,-31300.011,-44359.746,-24017.806,1.9563,59366.091,353976.255,52987.954
13280,-31260.064,-44769.128,-24238.746,1.9347,59740.968,353938.401,53362.831
13520,-31216.752,-45173.688,-24457.076,1.9133,60110.700,353904.567,53732.563
13760,-31170.141,-45573.473,-24672.821,1.8923,60475.343,353874.671,54097.206
14000,-31120.294,-45968.526,-24886.004,1.8716,60834.951,353848.633,54456.814
14240,-31067.274,-46358.892,-25096.649,1.8512,61189.576,353826.378,54811.439
14480,-31011.142,-46744.611,-25304.778,1.8311,61539.267,353807.831,55161.130
14720,-30951.955,-47125.726,-25510.415,1.8113,61884.075,353792.921,55505.938
14960,-30889.770,-47502.274,-25713.580,1.7917,62224.048,353781.578,55845.911
15200,-30824.642,-47874.295,-25914.294,1.7725,62559.230,353773.734,56181.093
15440,-30756.623,-48241.827,-26112.578,1.7535,62889.669,353769.325,56511.532
15680,-30685.767,-48604.905,-26308.451,1.7348,63215.407,353768.287,56837.270
15920,-30612.122,-48963.565,-26501.933,1.7163,63536.487,353770.557,57158.350
16160,-30535.737,-49317.842,-26693.043,1.6981,63852.951,353776.077,57474.814
16400,-30456.660,-49667.770,-26881.798,1.6801,64164.839,353784.789,57786.702
16640,-30374.936,-50013.381,-27068.217,1.6624,64472.191,353796.636,58094.054
16880,-30290.611,-50354.706,-27252.317,1.6449,64775.044,353811.562,58396.907
17120,-30203.728,-50691.777,-27434.114,1.6277,65073.436,353829.516,58695.299
17360,-30114.328,-51024.625,-27613.625,1.6107,65367.403,353850.446,58989.266
17600,-30022.454,-51353.278,-27790.866,1.5939,65656.981,353874.300,59278.844
17840,-29928.145,-51677.765,-27965.852,1.5773,65942.203,353901.031,59564.066
18080,-29831.441,-51998.113,-28138.599,1.5610,66223.103,353930.590,59844.966
18320,-29732.378,-52314.351,-28309.122,1.5448,66499.714,353962.932,60121.577
18560,-29630.995,-52626.504,-28477.434,1.5289,66772.068,353998.011,60393.931
18800,-29527.327,-52934.598,-28643.549,1.5132,67040.194,354035.784,60662.057
19040,-29421.410,-53238.658,-28807.482,1.4977,67304.124,354076.209,60925.987
19141,-29376.043,-53365.779,-28876.015,1.4913,67414.260,354094.055,61036.123
19381,-29266.986,-53664.144,-29036.867,1.4761,67672.272,354138.178,61294.135
19621,-29155.761,-53958.534,-29195.566,1.4611,67926.158,354184.854,61548.021
19861,-29042.402,-54248.970,-29352.127,1.4463,68175.943,354234.044,61797.806
20101,-28926.938,-54535.476,-29506.561,1.4317,68421.656,354285.709,62043.519
20341,-28809.402,-54818.072,-29658.880,1.4173,68663.322,354339.814,62285.185
20581,-28689.824,-55096.780,-29809.095,1.4031,68900.967,354396.322,62522.830
20821,-28568.232,-55371.620,-29957.217,1.3891,69134.616,354455.198,62756.479
21061,-28444.656,-55642.613,-30103.258,1.3753,69364.292,354516.409,62986.155
21301,-28319.124,-55909.778,-30247.228,1.3616,69590.019,354579.920,63211.882
21541,-28191.663,-56173.133,-30389.136,1.3482,69811.821,354645.699,63433.684
21781,-28062.300,-56432.697,-30528.994,1.3350,70029.718,354713.716,63651.581
22021,-27931.062,-56688.489,-30666.811,1.3219,70243.735,354783.939,63865.598
22261,-27797.974,-56940.524,-30802.596,1.3090,70453.890,354856.338,64075.753
22501,-27663.062,-57188.822,-30936.359,1.2964,70660.205,354930.883,64282.068
22741,-27526.350,-57433.397,-31068.108,1.2839,70862.701,355007.548,64484.564
22981,-27387.863,-57674.266,-31197.852,1.2715,71061.396,355086.303,64683.259
23221,-27247.625,-57911.445,-31325.600,1.2594,71256.310,355167.121,64878.173
23461,-27105.657,-58144.948,-31451.360,1.2475,71447.461,355249.976,65069.324
23701,-26961.985,-58374.791,-31575.140,1.2357,71634.868,355334.843,65256.731
23941,-26816.628,-58600.988,-31696.948,1.2241,71818.548,355421.695,65440.411
24181,-26669.611,-58823.552,-31816.790,1.2128,71998.518,355510.510,65620.381
24421,-26520.953,-59042.497,-31934.676,1.2016,72174.794,355601.261,65796.657
24661,-26370.677,-59257.836,-32050.611,1.1905,72347.394,355693.927,65969.257
24901,-26218.802,-59469.582,-32164.602,1.1797,72516.332,355788.485,66138.195
25141,-26065.349,-59677.748,-32276.657,1.1691,72681.625,355884.911,66303.488
25381,-25910.339,-59882.344,-32386.781,1.1586,72843.286,355983.185,66465.149
25621,-25753.790,-60083.383,-32494.981,1.1483,73001.331,356083.286,66623.194
25861,-25595.721,-60280.876,-32601.264,1.1382,73155.774,356185.192,66777.637
26101,-25436.152,-60474.833,-32705.634,1.1283,73306.629,356288.884,66928.492
26341,-25275.102,-60665.265,-32808.098,1.1186,73453.907,356394.341,67075.770
26581,-25112.588,-60852.183,-32908.661,1.1091,73597.624,356501.546,67219.487
26821,-24948.628,-61035.596,-33007.329,1.0998,73737.791,356610.479,67359.654
27061,-24783.240,-61215.513,-33104.106,1.0907,73874.420,356721.121,67496.283
27301,-24616.442,-61391.943,-33198.998,1.0817,74007.523,356833.455,67629.386
27541,-24448.250,-61564.896,-33292.009,1.0730,74137.111,356947.465,67758.974
27781,-24278.681,-61734.380,-33383.145,1.0644,74263.197,357063.132,67885.060
28021,-24107.751,-61900.403,-33472.408,1.0561,74385.789,357180.440,68007.652
28261,-23935.478,-62062.972,-33559.804,1.0479,74504.900,357299.373,68126.763
28501,-23761.876,-62222.096,-33645.337,1.0400,74620.538,357419.916,68242.401
28741,-23586.962,-62377.781,-33729.011,1.0323,74732.714,357542.053,68354.577
29033,-23362.579,-62557.265,-33821.413,1.0231,74853.921,357703.568,68475.784
29273,-23184.717,-62705.255,-33900.908,1.0158,74958.333,357829.294,68580.196
29513,-23005.591,-62849.827,-33978.555,1.0087,75059.311,357956.568,68681.174
29753,-22825.218,-62990.986,-34054.358,1.0018,75156.864,358085.376,68778.727
29993,-22643.610,-63128.738,-34128.318,0.9952,75250.998,358215.704,68872.861
30233,-22460.784,-63263.088,-34200.439,0.9888,75341.722,358347.540,68963.585
30473,-22276.752,-63394.042,-34270.723,0.9826,75429.044,358480.871,69050.907
30713,-22091.528,-63521.603,-34339.175,0.9766,75512.970,358615.685,69134.833
30953,-21905.128,-63645.778,-34405.794,0.9708,75593.507,358751.968,69215.370
31193,-21717.564,-63766.569,-34470.585,0.9652,75670.662,358889.711,69292.525
31433,-21528.850,-63883.981,-34533.550,0.9599,75744.441,359028.900,69366.304
31673,-21338.998,-63998.017,-34594.689,0.9548,75814.850,359169.526,69436.713
31913,-21148.024,-64108.681,-34654.006,0.9499,75881.895,359311.577,69503.758
32153,-20955.938,-64215.976,-34711.501,0.9452,75945.581,359455.043,69567.444
32393,-20762.755,-64319.905,-34767.177,0.9408,76005.913,359599.913,69627.776
32633,-20568.487,-64420.470,-34821.035,0.9366,76062.896,359746.178,69684.759
32873,-20373.146,-64517.674,-34873.075,0.9327,76116.534,359893.827,69738.397
33113,-20176.746,-64611.519,-34923.300,0.9290,76166.832,360042.853,69788.695
33353,-19979.297,-64702.006,-34971.710,0.9255,76213.794,360193.244,69835.657
33593,-19780.813,-64789.137,-35018.306,0.9222,76257.423,360344.993,69879.286
33833,-19581.305,-64872.913,-35063.089,0.9192,76297.723,360498.091,69919.586
34073,-19380.786,-64953.335,-35106.059,0.9165,76334.698,360652.530,69956.561
34313,-19179.267,-65030.405,-35147.217,0.9140,76368.349,360808.300,69990.212
34553,-18976.760,-65104.121,-35186.563,0.9117,76398.680,360965.396,70020.543
34793,-18773.277,-65174.486,-35224.097,0.9097,76425.693,361123.808,70047.556
35033,-18568.828,-65241.497,-35259.819,0.9079,76449.390,361283.530,70071.253
35273,-18363.426,-65305.156,-35293.729,0.9063,76469.773,361444.555,70091.636
35513,-18157.082,-65365.462,-35325.826,0.9051,76486.843,361606.875,70108.706
35753,-17949.807,-65422.413,-35356.111,0.9040,76500.603,361770.484,70122.466
35993,-17741.611,-65476.009,-35384.582,0.9032,76511.053,361935.375,70132.916
36233,-17532.507,-65526.248,-35411.240,0.9027,76518.193,362101.543,70140.056
36473,-17322.505,-65573.129,-35436.082,0.9024,76522.025,362268.981,70143.888
36613,-17199.307,-65598.983,-35449.766,0.9023,76522.733,362367.467,70144.596
36878,-16964.318,-65644.962,-35473.145,0.9077,76520.541,362556.141,70142.404
37100,-16766.970,-65680.265,-35490.925,0.9081,76515.582,362715.138,70137.445
37322,-16568.889,-65712.695,-35507.154,0.9086,76507.805,362875.202,70129.668
37543,-16370.084,-65742.249,-35521.829,0.9094,76497.211,363036.329,70119.074
37765,-16170.562,-65768.926,-35534.949,0.9104,76483.798,363198.515,70105.661
37987,-15970.333,-65792.723,-35546.512,0.9116,76467.565,363361.756,70089.428
38208,-15769.405,-65813.637,-35556.518,0.9131,76448.511,363526.049,70070.374
38430,-15567.786,-65831.664,-35564.965,0.9147,76426.636,363691.390,70048.499
38652,-15365.484,-65846.802,-35571.851,0.9165,76401.937,363857.776,70023.800
38874,-15162.517,-65859.141,-35577.172,0.9186,76374.496,364025.186,69996.359
38992,-15054.073,-65864.486,-35579.370,0.9198,76358.675,364114.836,69980.538
39110,-14945.441,-65869.008,-35581.124,0.9210,76342.051,364204.782,69963.914
39228,-14836.622,-65872.706,-35582.433,0.9223,76324.624,364295.021,69946.487
39346,-14727.617,-65875.579,-35583.296,0.9236,76306.393,364385.555,69928.256
39464,-14618.428,-65877.627,-35583.714,0.9250,76287.357,364476.381,69909.220
39582,-14509.057,-65878.850,-35583.686,0.9265,76267.518,364567.501,69889.381
39701,-14399.503,-65879.246,-35583.211,0.9280,76246.873,364658.913,69868.736
39819,-14289.769,-65878.815,-35582.290,0.9296,76225.423,364750.617,69847.286
39937,-14179.855,-65877.556,-35580.921,0.9313,76203.167,364842.614,69825.030
40055,-14069.763,-65875.469,-35579.105,0.9330,76180.105,364934.901,69801.968
40295,-13845.588,-65868.676,-35574.037,0.9366,76130.775,365123.263,69752.638
40535,-13620.692,-65858.455,-35567.118,0.9404,76078.113,365312.824,69699.976
40775,-13395.087,-65844.800,-35558.344,0.9445,76022.114,365503.580,69643.977
41015,-13168.782,-65827.703,-35547.712,0.9489,75962.775,365695.530,69584.638
41255,-12941.789,-65807.159,-35535.217,0.9534,75900.090,365888.672,69521.953
41495,-12714.116,-65783.158,-35520.856,0.9582,75834.055,366083.002,69455.918
41735,-12485.774,-65755.694,-35504.625,0.9632,75764.663,366278.521,69386.526
41975,-12256.774,-65724.758,-35486.520,0.9684,75691.911,366475.224,69313.774
42215,-12027.125,-65690.341,-35466.535,0.9739,75615.791,366673.112,69237.654
42455,-11796.838,-65652.436,-35444.667,0.9796,75536.297,366872.183,69158.160
42695,-11565.924,-65611.034,-35420.910,0.9855,75453.424,367072.435,69075.287
42935,-11334.391,-65566.124,-35395.260,0.9916,75367.165,367273.868,68989.028
43175,-11102.252,-65517.697,-35367.712,0.9979,75277.511,367476.480,68899.374
43415,-10869.515,-65465.744,-35338.259,1.0045,75184.457,367680.272,68806.320
43655,-10636.192,-65410.254,-35306.898,1.0112,75087.994,367885.241,68709.857
43895,-10402.292,-65351.216,-35273.621,1.0182,74988.115,368091.388,68609.978
44135,-10167.826,-65288.619,-35238.424,1.0254,74884.812,368298.713,68506.675
44375,-9932.805,-65222.453,-35201.299,1.0327,74778.075,368507.215,68399.938
44615,-9697.239,-65152.705,-35162.242,1.0403,74667.895,368716.894,68289.758
44855,-9461.139,-65079.363,-35121.245,1.0481,74554.265,368927.751,68176.128
45095,-9224.515,-65002.415,-35078.302,1.0561,74437.174,369139.786,68059.037
45335,-8987.378,-64921.848,-35033.406,1.0643,74316.612,369353.000,67938.475
45575,-8749.739,-64837.649,-34986.550,1.0727,74192.569,369567.392,67814.432
45815,-8511.609,-64749.805,-34937.727,1.0813,74065.035,369782.964,67686.898
46055,-8272.998,-64658.301,-34886.929,1.0901,73933.999,369999.717,67555.862
46295,-8033.917,-64563.124,-34834.149,1.0990,73799.450,370217.652,67421.313
46535,-7794.378,-64464.259,-34779.379,1.1082,73661.375,370436.769,67283.238
46775,-7554.392,-64361.690,-34722.611,1.1176,73519.764,370657.071,67141.627
47015,-7313.969,-64255.402,-34663.837,1.1271,73374.603,370878.559,66996.466
47255,-7073.122,-64145.379,-34603.048,1.1369,73225.880,371101.234,66847.743
47495,-6831.862,-64031.604,-34540.235,1.1468,73073.583,371325.098,66695.446
47735,-6590.201,-63914.062,-34475.389,1.1569,72917.697,371550.153,66539.560
47975,-6348.150,-63792.735,-34408.502,1.1672,72758.209,371776.401,66380.072
48215,-6105.720,-63667.604,-34339.563,1.1777,72595.105,372003.845,66216.968
48455,-5862.925,-63538.652,-34268.563,1.1884,72428.369,372232.486,66050.232
48695,-5619.776,-63405.860,-34195.493,1.1993,72257.987,372462.327,65879.850
48935,-5376.285,-63269.210,-34120.341,1.2104,72083.944,372693.371,65705.807
49175,-5132.465,-63128.680,-34043.097,1.2216,71906.223,372925.620,65528.086
49415,-4888.329,-62984.252,-33963.751,1.2330,71724.808,373159.077,65346.671
49655,-4643.889,-62835.904,-33882.291,1.2446,71539.683,373393.746,65161.546
49895,-4399.158,-62683.616,-33798.706,1.2564,71350.829,373629.628,64972.692
50135,-4154.150,-62527.365,-33712.984,1.2684,71158.230,373866.728,64780.093
50375,-3908.877,-62367.130,-33625.114,1.2806,70961.867,374105.049,64583.730
50615,-3663.354,-62202.887,-33535.084,1.2929,70761.721,374344.595,64383.584
50855,-3417.594,-62034.612,-33442.880,1.3054,70557.773,374585.368,64179.636
51095,-3171.610,-61862.283,-33348.490,1.3182,70350.003,374827.373,63971.866
51335,-2925.418,-61685.874,-33251.900,1.3311,70138.392,375070.614,63760.255
51575,-2679.032,-61505.360,-33153.098,1.3441,69922.917,375315.094,63544.780
51815,-2432.466,-61320.715,-33052.069,1.3574,69703.559,375560.817,63325.422
52055,-2185.736,-61131.912,-32948.798,1.3709,69480.295,375807.789,63102.158
52295,-1938.857,-60938.924,-32843.272,1.3846,69253.102,376056.012,62874.965
52535,-1691.843,-60741.723,-32735.476,1.3984,69021.958,376305.493,62643.821
52775,-1444.713,-60540.281,-32625.394,1.4125,68786.839,376556.234,62408.702
53015,-1197.480,-60334.568,-32513.009,1.4267,68547.719,376808.242,62169.582
53255,-950.163,-60124.554,-32398.307,1.4411,68304.576,377061.520,61926.439
53495,-702.778,-59910.207,-32281.271,1.4558,68057.382,377316.074,61679.245
53735,-455.341,-59691.497,-32161.883,1.4706,67806.112,377571.908,61427.975
53975,-207.872,-59468.390,-32040.126,1.4856,67550.739,377829.028,61172.602
54215,39.612,-59240.853,-31915.983,1.5009,67291.234,378087.438,60913.097
54455,287.093,-59008.852,-31789.434,1.5163,67027.570,378347.145,60649.433
54695,534.552,-58772.351,-31660.461,1.5320,66759.717,378608.154,60381.580
54935,781.969,-58531.315,-31529.045,1.5478,66487.645,378870.469,60109.508
55175,1029.325,-58285.706,-31395.166,1.5639,66211.325,379134.098,59833.188
55415,1276.599,-58035.487,-31258.803,1.5802,65930.723,379399.044,59552.586
55655,1523.770,-57780.618,-31119.935,1.5967,65645.807,379665.315,59267.670
55895,1770.818,-57521.059,-30978.542,1.6135,65356.546,379932.915,58978.409
56135,2017.719,-57256.769,-30834.600,1.6305,65062.903,380201.852,58684.766
56375,2264.451,-56987.705,-30688.088,1.6477,64764.844,380472.130,58386.707
56615,2510.992,-56713.825,-30538.982,1.6651,64462.334,380743.755,58084.197
56855,2757.318,-56435.083,-30387.258,1.6828,64155.334,381016.735,57777.197
57095,3003.403,-56151.434,-30232.892,1.7007,63843.807,381291.074,57465.670
57335,3249.223,-55862.830,-30075.858,1.7189,63527.714,381566.780,57149.577
57575,3494.751,-55569.223,-29916.130,1.7373,63207.015,381843.858,56828.878
57815,3739.962,-55270.564,-29753.682,1.7560,62881.668,382122.314,56503.531
58055,3984.827,-54966.800,-29588.486,1.7749,62551.630,382402.155,56173.493
58295,4229.317,-54657.880,-29420.514,1.7941,62216.859,382683.387,55838.722
58535,4473.404,-54343.748,-29249.737,1.8136,61877.309,382966.017,55499.172
58775,4717.057,-54024.349,-29076.126,1.8334,61532.935,383250.050,55154.798
58880,4822.185,-53884.688,-28997.684,1.8421,61381.421,383373.418,55003.284
59120,5065.167,-53557.627,-28819.960,1.8623,61030.037,383659.483,54651.900
59360,5307.638,-53225.155,-28639.324,1.8828,60673.709,383946.966,54295.572
59600,5549.563,-52887.212,-28455.744,1.9036,60312.388,384235.875,53934.251
59840,5790.906,-52543.733,-28269.186,1.9247,59946.020,384526.214,53567.883
60080,6031.632,-52194.654,-28079.615,1.9461,59574.552,384817.990,53196.415
60320,6271.703,-51839.907,-27886.994,1.9678,59197.928,385111.209,52819.791
60560,6511.079,-51479.422,-27691.287,1.9899,58816.089,385405.876,52437.952
60800,6749.720,-51113.127,-27492.454,2.0124,58428.978,385701.997,52050.841
61040,6987.584,-50740.949,-27290.457,2.0352,58036.534,385999.577,51658.397
61280,7224.627,-50362.811,-27085.253,2.0583,57638.693,386298.621,51260.556
61520,7460.804,-49978.634,-26876.802,2.0819,57235.390,386599.135,50857.253
61603,7542.194,-49844.479,-26804.018,2.0901,57094.765,386703.308,50716.628
61843,7777.130,-49452.047,-26591.128,2.1142,56684.008,387005.806,50305.871
62083,8011.084,-49053.380,-26374.885,2.1386,56267.630,387309.784,49889.493
62323,8244.006,-48648.392,-26155.243,2.1635,55845.558,387615.246,49467.421
62563,8475.840,-48236.989,-25932.152,2.1888,55417.718,387922.196,49039.581
62803,8706.531,-47819.079,-25705.563,2.2146,54984.033,388230.635,48605.896
63043,8936.018,-47394.563,-25475.423,2.2408,54544.424,388540.568,48166.287
63283,9164.241,-46963.342,-25241.678,2.2675,54098.808,388851.996,47720.671
63523,9391.135,-46525.309,-25004.272,2.2947,53647.101,389164.921,47268.964
63763,9616.632,-46080.358,-24763.147,2.3224,53189.213,389479.343,46811.076
64003,9840.661,-45628.375,-24518.244,2.3507,52725.055,389795.263,46346.918
64243,10063.148,-45169.244,-24269.499,2.3795,52254.532,390112.679,45876.395
64483,10284.015,-44702.844,-24016.849,2.4088,51777.546,390431.590,45399.409
64723,10503.181,-44229.049,-23760.226,2.4388,51293.995,390751.993,44915.858
64963,10720.559,-43747.730,-23499.560,2.4693,50803.775,391073.885,44425.638
65203,10936.060,-43258.750,-23234.779,2.5005,50306.777,391397.260,43928.640
65443,11149.588,-42761.968,-22965.807,2.5324,49802.886,391722.112,43424.749
65683,11361.043,-42257.237,-22692.566,2.5649,49291.986,392048.432,42913.849
65923,11570.320,-41744.405,-22414.974,2.5982,48773.955,392376.212,42395.818
66163,11777.306,-41223.311,-22132.946,2.6322,48248.664,392705.439,41870.527
66403,11981.885,-40693.790,-21846.393,2.6670,47715.983,393036.099,41337.846
66643,12183.930,-40155.668,-21555.222,2.7027,47175.772,393368.178,40797.635
66883,12383.311,-39608.765,-21259.337,2.7391,46627.889,393701.655,40249.752
67123,12579.886,-39052.889,-20958.636,2.7765,46072.184,394036.510,39694.047
67363,12773.506,-38487.845,-20653.014,2.8149,45508.501,394372.717,39130.364
67603,12964.015,-37913.423,-20342.360,2.8542,44936.677,394710.249,38558.540
67843,13151.242,-37329.407,-20026.558,2.8946,44356.542,395049.074,37978.405
68083,13335.008,-36735.570,-19705.487,2.9360,43767.919,395389.154,37389.782
68323,13515.121,-36131.672,-19379.018,2.9786,43170.621,395730.449,36792.484
68563,13691.376,-35517.462,-19047.019,3.0224,42564.454,396072.910,36186.317
68803,13863.554,-34892.675,-18709.347,3.0676,41949.214,396416.485,35571.077
69043,14031.418,-34257.035,-18365.855,3.1140,41324.687,396761.113,34946.550
69278,14191.668,-33623.038,-18023.433,3.1609,40703.272,397100.024,34325.135
69518,14350.228,-32965.024,-17667.954,3.2103,40059.686,397446.531,33681.549
69758,14503.661,-32295.235,-17306.163,3.2613,39406.112,397793.859,33027.975
69998,14651.650,-31613.326,-16937.877,3.3141,38742.288,398141.913,32364.151
70238,14793.852,-30918.933,-16562.902,3.3686,38067.942,398490.579,31689.805
70478,14929.893,-30211.671,-16181.032,3.4251,37382.784,398839.734,31004.647
70718,15059.371,-29491.128,-15792.049,3.4837,36686.511,399189.234,30308.374
70958,15181.842,-28756.870,-15395.720,3.5445,35978.801,399538.918,29600.664
71198,15296.825,-28008.433,-14991.800,3.6077,35259.314,399888.602,28881.177
71438,15403.792,-27245.323,-14580.025,3.6735,34527.692,400238.080,28149.555
71678,15502.163,-26467.012,-14160.114,3.7421,33783.556,400587.111,27405.419
71918,15591.297,-25672.939,-13731.770,3.8137,33026.502,400935.427,26648.365
72158,15670.487,-24862.499,-13294.670,3.8886,32256.104,401282.715,25877.967
72398,15738.949,-24035.045,-12848.472,3.9670,31471.911,401628.620,25093.774
72638,15795.811,-23189.885,-12392.807,4.0492,30673.443,401972.730,24295.306
72894,15842.725,-22267.843,-11895.744,4.1416,29805.326,402337.479,23427.189
73134,15872.400,-21383.645,-11419.232,4.2331,28975.718,402676.307,22597.581
73374,15887.082,-20479.261,-10931.939,4.3297,28130.175,403011.629,21752.038
73614,15885.360,-19553.746,-10433.365,4.4319,27268.090,403342.687,20889.953
73854,15865.631,-18606.081,-9922.970,4.5405,26388.820,403668.592,20010.683
74094,15826.055,-17635.161,-9400.170,4.6561,25491.687,403988.290,19113.550
74334,15764.515,-16639.789,-8864.334,4.7796,24575.983,404300.529,18197.846
74574,15678.557,-15618.669,-8314.779,4.9120,23640.971,404603.812,17262.834
74814,15565.311,-14570.399,-7750.767,5.0545,22685.895,404896.330,16307.758
75054,15421.403,-13493.465,-7171.503,5.2084,21709.991,405175.887,15331.854
75294,15242.824,-12386.244,-6576.138,5.3755,20712.516,405439.787,14334.379
75534,15024.774,-11247.009,-5963.772,5.5578,19692.781,405684.690,13314.644
75774,14761.444,-10073.956,-5333.467,5.7579,18650.219,405906.414,12272.082
76014,14445.724,-8865.249,-4684.281,5.9786,17584.484,406099.656,11206.347
76254,14068.815,-7619.123,-4015.315,6.2239,16495.615,406257.602,10117.478
76494,13619.684,-6334.063,-3325.824,6.4984,15384.319,406371.367,9006.182
76734,13084.326,-5009.151,-2615.398,6.8078,14252.421,406429.180,7874.284
76974,12444.731,-3644.693,-1884.318,7.1590,13103.655,406415.193,6725.518
77214,11677.512,-2243.393,-1134.187,7.5601,11945.019,406307.710,5566.882
77454,10752.164,-812.545,-369.132,8.0193,10789.139,406076.643,4411.002
77694,9629.325,631.885,401.985,8.5420,9658.404,405680.065,3280.267
77934,8260.469,2057.928,1161.606,9.1224,8591.842,405060.507,2213.705
78174,6593.491,3405.907,1877.176,9.7252,7654.940,404144.419,1276.803
78414,4593.839,4575.917,2494.505,10.2561,6947.296,402854.965,569.159
78654,2288.904,5433.594,2941.153,10.5556,6588.885,401153.940,210.748
